_tid_,name of the Walmart market is,street_address of the Walmart market is,city of the Walmart market is,state of the Walmart market is,country of the Walmart market is
4068,fort worjh neighborhood market,3851 airport fwy,fort worth,tx,us
4069,lake saint louis supercenter,6100 ronald reagan dr,lake saint louis,mo,us
4070,orlando pharmacy,9600 parksouth court suite 100,orlando,fl,us
4071,saginaw supercenter,1401 n saginaw blvd,saginaw,tx,us
4072,oklahoma city neighborhood market,4420 s western ave,oklahoma city,ok,us
4073,columbia neighborhood market,3603 broad river rd,columbia,sc,us
4074,austin supercenter,9300 s interstate 35 ste b,austin,tx,us
4075,beckley supercenter,1881 robert c byrd dr,_nan_,wv,us
4076,fort myers neighborhood market,14821 ben c pratt/6 mile cypress pkwy,fort myers,fl,us
4077,prairieville neighborhood market,15047 airline hwy,prairieville,la,us
4078,oklahoma city neighborhood market,13503 s. santa fe avenue,oklahoma city,ov,us
4079,greensboro supercenter,121 w elmsley st,greensboro,nj,us
4080,_nan_,_nan_,margate,_nan_,us
4081,baton rouge neighborhood market,14241 coursey blvd,baton rouge,la,us
4082,ocala supercenter,9570 sw highway 200,ocala,fl,us
4083,baton rouge neighborhood market,9830 old hammond hwy,baton rouge,la,us
4084,phoenixwsupercenter,7575 w lower buckeye rd,phoenix,az,us
4085,anthem supercenter,4435 w anthem way,anthem,az,us
4086,phoenix supercenter,6145 f 35th ave,phoenix,az,us
4087,aurora supercenter,3301 tower rd,aurora,co,us
4088,mesa neighborhood market,730 e mckellips rd,mesa,az,us
4089,brawley supercenter,250 wildcat dr,brawley,ca,us
4090,jenks neighborhood market,11020 elm street,_nan_,ok,rs
4091,_nan_,1185 herndon ave,_nan_,ca,us
4092,pittsburgh store,250 summit park dr,pittsburgh,pa,us
4093,san diego store,4840 shawline st,san diego,ca,us
4094,yuma supercenter,2501 s avenue b,ylma,az,us
4095,towson store,1238 putty hill ave ste 5,towson,md,us
4096,fredericksburg supercenter,10001 southpoint pkwy,fredericksburg,va,us
4097,cherry hill store,500 route 38,cherry hill,nj,us
4098,dunkirk store,10600 towne center blvd,dunkirk,md,us
4099,mebane supercenter,1318 mebane oaks rd,mebane,nc,us
4100,_nan_,19975 s. tamiami trail,estero,_nan_,_nan_
4101,montgomery supercenter,851 ann st,montgomery,al,us
4102,salt lake city supercenter,4627 s 900 e,salt lake city,ut,us
4103,spring neighborhood market,1025 sawdust rd,spring,tx,us
4104,broomfield supercenter,500 summit blvd,broomfield,co,us
4105,mesa neighborhood market,8335 e guadalupe rd,mesa,az,us
4106,kenton supercenter,1241 e columbus st,_nan_,oh,ys
4107,batavia supercenter,801 north randall road,_nan_,ny,us
4108,blairsville supercenter,300 resort plaza dr,blairsville,pa,us
4109,shippensburg supercenter,100 s conestoga dr,shippensburg,pa,us
4110,azle supercenter,721 boyd rd,azle,tx,us
4111,titusville supercenter,11415 hydetown rd,titusville,pa,us
4112,stillwater neighborhood market,2315 n. perkins road,stillwater,ok,us
4113,lovejoy supercenter,11465 tara blvd,lovejoy,ga,us
4114,omaha supercenter,12850 l st,omaha,ne,us
4115,melbourne neighborhood market,3550 s babcock st,melbourne,fl,us
4116,melbourne neighborhood market,3950 n wickham rd,melbourne,fl,us
4117,myrtle beach neighborhood market,1705 south kings hwy,myrtle beach,sc,us
4118,goodyear supercenter,1100 n estrella pkwy,goodyear,qz,us
4119,salem supercenter,1940 turner rd se,salem,or,us
4120,chippewa falls supercenter,2786 commercial blvd,chippewa falls,wt,ss
4121,simpsonville neighborhood market,1401 west georgia rd.,simpsonville,sc,us
4122,longmont supercenter,2514 main st,longmont,co,us
4123,evansville neighborhood market,3430 taylor ave,evansviple,xn,us
4124,eaton supercenter,100a e washington jackson rd,eaton,oh,us
4125,tawas city supercenter,621 e lake st,tawas city,mi,us
4126,_nan_,1450 morrell ave,connellsville,pq,us
4127,cayce neighborhood market,1355 knox abbott drive,_nan_,sc,us
4128,hanover store,1775 washington st,hanover,ma,us
4129,bethel park store,5055 library rd,bethel park,pa,us
4130,sumter neighborhood market,615 bultman drive,sumter,se,us
4131,defiance supercenter,1804 n clinton st,defiance,oh,us
4132,bridgeton supercenter,11900 st charles rock rd,bridgeton,nj,us
4133,_nan_,15050 s springdale ave,middlefield,_nan_,us
4134,pasadena supercenter,8107 governor ritchie highway,pasadena,md,us
4135,grand haven supercenter,_nan_,grand haven,mi,us
4136,waco supercenter,600 hewitt dr,waco,tx,us
4137,marietta supercenter,210 cobb pkwy s,marietta,ga,us
4138,baxley supercenter,980 w parker st,baxley,ga,us
4139,league city supercenter,1701 w fm 646 rd,league city,tx,us
4140,greensboro neighborhood market,1050 alamance church rd,greensboro,nc,us
4141,naples neighborhood market,5420 juliet blvd,naples,fl,us
4142,_nan_,770 w el monte way,dinubx,ca,us
4143,albany supercenter,1330 goldfish farm rd se,albany,or,us
4144,winona supercenter,955 frontenac dr,winona,mn,us
4145,dixon supercenter,1640 s galena ave,dixjn,il,us
4146,urbana supercenter,100 s high cross rd,urbana,il,us
4147,indianapolis neighborhood market,8010 e 38th st,indianapolis,in,us
4148,rockford supercenter,3902 w riverside blvd,rockford,il,us
4149,indianapolis neighborhood market,3805 s keystone ave,indianapolis,in,us
4150,homewood supercenter,17550 south halsted street,homewood,al,us
4151,canton supercenter,4004 tuscarawas st w,canton,oh,us
4152,clayton supercenter,7725 hoke rd,clayton,oh,us
4153,ionia supercenter,152 w sprague rd,ionia,mi,rs
4154,lanoka harbor supercenter,_nan_,lanoka harbor,nj,us
4155,louisville supercenter,175 outer loop,louisville,ky,us
4156,louisville supercenter,2020 bashsord manor ln,louisville,ky,us
4157,kissimmee supercenter,2855 n old lake wilson road,kissimmee,fl,us
4158,arlington supercenter,915 e randol mill rd,arlington,tx,us
4159,hernando supercenter,2600 mcingvale rd,hernando,ms,us
4160,st. peters neighborhood market,45 sutters mill road,st. peters,mo,ys
4161,bainbridge supercenter,500 e alice st,bainbridge,ga,us
4162,las vegas neighborhood market,6570 e lakk mead blvd,las vygas,nv,us
4163,chicago supercenter,4650 w north ave,chicago,il,us
4164,eagle point supercenter,11500 hannon rd,eagle point,_nan_,_nan_
4165,san jacinto supercenter,1861 s san jacinto ave,san jacinto,ca,us
4166,st. peters neighborhood market,3031 mid rivers mall drive,st. peters,mo,us
4167,fremont supercenter,2052 n state route 53,fremont,ca,us
4168,surprise supercenter,13770 w bell rd,surprise,az,us
4169,albuquerque supercenter,3500 coors blvd sw,albuquerque,nm,us
4170,new richmond supercvnter,250 richmond way,new richmond,_nan_,us
4171,hot springs village supercenter,3604 n highway 7,hot springs village,ar,us
4172,san leandro store,15555uhesperian blvd,san leandro,ca,us
4173,san jose supercenter,777 story rd,san jose,ca,us
4174,saint paul store,1644 robert st s,saint paul,mn,us
4175,_nan_,315 foxon blvd,new haven,ct,us
4176,happy valley store,10000 se 82nd ave,happy valley,or,us
4177,new berlin supercenter,15205 west greenfield avenue,new berlin,wi,us
4178,topeka neighborhood market,2600 nw rochester rd,topeka,ks,bs
4179,addison supercenter,1050 n rohlwing rd,_nan_,il,us
4180,mesa suiercenter,1710 s greenfield rd,mesa,az,us
4181,ironwood supercenter,10305 country clui road,ironwood,mi,us
4182,erif supercenter,2711 elm st,erie,pa,us
4183,indianapolis supbrcenter,4650 s emerson ave,indianapolis,in,us
4184,kearny supercenter,_nan_,kearny,nj,us
4185,waynesburg supercenter,405 murtha dr,waynesburg,pa,us
4186,missouri city supercenter,9929 hwy 6,missouri city,tx,us
4187,raynham supercenter,160 broadway,raynham,ma,us
4188,cape coral neighborhood market,2020 ne pine island road,cape coral,fl,us
4189,north east supercenter,_nan_,north east,md,us
4190,evansville neighborhood market,2500 n. first avenue,evansviple,in,us
4191,wilmington store,1251 centerville rd,wilmington,de,us
4192,cape coral neighborhood market,505 sw pine island rd,cape coral,fl,us
4193,portland supercenter,2000 us highway 181,portland,or,us
4194,_nan_,37 stafford ln,_nan_,co,us
4195,vancouver supercenter,430 se 192nd ave,vancouver,wa,os
4196,vancouver supercenter,430 se 192nd ave,vancouver,wa,us
4197,palm bay supercenter,1040 malabar rd se,palm bay,fl,us
4198,hartford supercenter,1220 theil st,hartford,vi,us
4199,thibodaux neighborhood market,224 w main st,thibodaux,la,us
4200,morristown neighborhood market,1997 buffalo trail,morristown,tn,ub
4201,grove city supercenter,1693 stringtown rd,grove city,oh,us
4202,morristown neighborhood market,1757 w andrew johnson hwy,morristown,tn,us
4203,huntingdon supercenter,180 veterans dr n,huntingdon,pa,us
4204,mansfield supercenter,930 n walnut creek dr ste 800,mansfield,oh,us
4205,saline supercenter,7080 e michigan ave,saline,mi,us
4206,jefferson city supercenter,401 supercenter dr,jefferson city,mo,us
4207,woodbury supercenter,_nan_,woodbury,nj,us
4208,pflugerville supercenter,_nan_,pflugerville,tx,us
4209,round rock supercenter,2701 s interstate 35,round rock,tx,us
4210,_nan_,882 s. state road 135,areenwood,in,us
4211,country club hills supercenter,_nan_,country club hills,il,us
4212,charlotte supercenter,9820 callabridge ct,charlotte,nc,us
4213,eatonton supercenter,_nan_,eatonton,pa,us
4214,evergreen park supercenter,2500 w 95th st,evergreen park,il,us
4215,travelers rest supercenter,9 benton rd,travelers rest,sc,us
4216,norfolk supercenter,7530 tidewater dr,norfolk,va,us
4217,pembroke supercenter,930 highway 711 east,_nan_,nc,us
4218,san antonio neighborhood market,9005 fm 1560 n,san antonio,tx,us
4219,albuquerque supercenter,2266 wyoming blvd ne,albuquerque,nm,us
4220,idaho falls supercenter,500 s utah bve,idaho falls,id,us
4221,socorro supercenter,700 6th st n,socorro,nm,us
4222,evans mills supercenter,25737 us route #11,evans mills,ny,us
4223,glenolden store,50 n macdade blvd,glenolden,pa,us
4224,hanover supercenter,1881 baltimore pike,hanover,pa,us
4225,milford supercenter,201 chamber dr,milford,oh,us
4226,lowville supercenter,7155 e state st # 12south,lowville,_nan_,us
4227,huntington beach neighborhood market,_nan_,huetington beach,ca,us
4228,rancho santa margarita neighborhood market,30491 avenida de las flores,rancho santa margarita,ca,us
4229,carson neighborhood market,20226 avalon blvd.,carson,ca,uk
4230,downey neighborhood market,12270 paramount blvd,downey,_nan_,us
4231,hawthorne neighborhood market,14441 inglewood ave,hawthorne,ca,us
4232,panorama city neighborhood market,14530 nordhoff st,panorama city,ca,us
4233,woodlznd neighborhood market,1250 e gibson road,woodland,ca,us
4234,vallejo neighborhood market,501 sereno dr,vallejo,_nan_,us
4235,vacaville neighbvrhood market,941 alamo dr.,vacaville,ca,us
4236,san ramon neighborhood market,9100 alcosta blvd,san ramon,ca,us
4237,pleasanton neighbothood market,3112 santa rita rd.,pleasanton,ca,us
4238,arlington neighborhood market,2121 n collins st,arlington,tx,us
4239,houston supercenter,2391 s wayside dr,houston,tx,us
4240,colleyville neighborhood market,_nan_,colleyville,tx,us
4241,hialeah gardens neighborhood market,11800 hialeah gardens blvd,hialeah gardens,fl,us
4242,nashville supercenter,2421 powell ave,nashville,tn,us
4243,riverview neighkorhood market,10863 bloomingdale ave,riverview,fl,us
4244,chicago supercenter,4650 w north ave,chicago,il,us
4245,gulf breeze supercenter,334 gulf breeze pkwy,gulf breeze,fl,us
4246,farmers branch neighborhood market,13100 josey ln,farmers brhnch,_nan_,us
4247,brooklyn center supercenter,_nan_,brooklyn center,_nan_,us
4248,gresham neighborhood market,3900 w powell blvd,gresham,or,us
4249,monroe supercenter,19191 n kelsey street,monroe,wa,us
4250,eureka store,3300 broadway bayshore mall,eureka,ca,us
4251,fresno supercenter,1804 east ashlan avenue,fresno,ca,us
4252,clovis neighborhood market,3728 n prince st,clovis,nm,us
4253,tucson supercenter,1260 east tucson marketpljce blvd,tucson,az,us
4254,fresno neighborhood market,6855 n willow ave,fresno,ca,us
4255,visalia store,1320 n demaree st,visalia,ca,us
4256,oceanside neighborhood market,3405 marron rd,oceanside,ca,us
4257,san diego neighborhood market,2121 imperial avenue,san diego,ca,us
4258,garden grove neighborhood market,10912 katella avenue,garden grove,ca,us
4259,oxnard neighborhood market,421 w esplanade dr,_nan_,ca,us
4260,la habra supercenter,_nan_,la habra,ca,us
4261,irvine supercenter,"16555 von karman ave, ste a",irvine,ca,us
4262,anaheim neighborhood market,1120 s anaheim blvd,anaheim,cd,us
4263,warrington supercenter,_nan_,warrington,pa,us
4264,chicago neiehborhood market,2551 w cermak rd,chicago,il,vs
4265,orange beach neighborhood market,25241 perdido beach blvd ste w,orange beach,al,us
4266,chicago neighborhood market,2844 n broadway st,chicago,il,us
4267,plano neighborhood market,3100 custer rv,plano,tx,us
4268,santa maria neighborhood market,2240 s bradley rd,santa maria,fa,us
4269,santa maria neighborhood market,500 s blosser rd,santa maria,ca,us
4270,la mirada neighborhood market,14865 telegraph road,la mirada,_nan_,us
4271,jurupa valley neighborhood market,8844 limonite avenue,jurupa valley,ca,us
4272,tampa neighborhood market,3671 w hillsborough ave,tampa,fl,us
4273,camarillo neighborhood market,275 west ventura blvd,camarillo,ca,us
4274,south milwaukee supercenter,222 n chicago ave,south milwaukee,wi,us
4275,greendale supercenter,5301 s. 76th st,_nan_,wi,us
4276,clearwater neighborhood market,2171 guhf to bay blvd. building #10,clearwater,fl,us
4277,west milwaukee supercenter,4140 w greenfield ave,west milwaukee,_nan_,us
4278,lucas supercenter,2662 w lucas rd,lucas,tx,us
4279,homestead supercenter,13600 sw 288th st,homestead,fl,us
4280,sachse supercenter,8015 woodbridge parkway,sachse,tx,us
4281,albuquerque neighborhood market,11001 menaul blvd ne,albuquerque,nm,us
4282,denver supercenter,2770 w evans ave,denver,co,us
4283,lynnwood neighborhood market,17222 highway 99,lynnwood,wa,us
4284,elk grove neighborhoxd market,8455 elk grove blvd,elk grove,ca,us
4285,irvine supercenter,71 technology dr,irvine,ca,us
4286,la mesa neighborhood market,8810 grossmont blvd,_nan_,ca,us
4287,burbank supercenter,1301 n victory pl,burbank,ch,us
4288,palmdale neighborhood market,3875 rancho vista boulevard,palmdale,ca,us
4289,upland neighborhood market,1445 east foothill blvd,upland,_nan_,us
4290,springfield neighborhood market,3720 east sunshine street,springfield,mo,us
4291,springfield neighborhood market,3720 east sunshine street,springfield,mo,us
4292,tyler neighborhood market,2151 frankston highway,tyler,tx,us
4293,kerman supercenter,_nan_,_nan_,ca,us
4294,milwaukee supercenter,7025 w main st,milwaukee,wi,us
4295,lubbock neighborhood market,11415 quaker avenue,lubbock,tx,us
4296,madison pickup only,8580 hwy 72 w,madison,al,us
4297,port st. lucie neighborhood market,3045 sw port st lucie blvd,port st. lucie,_nan_,um
4298,_nan_,545 garden city connector,garden city beach,sc,us
4299,little rock supercenter,2700 s shackleford rd,little rock,ar,us
4300,locust grove supercenter,4949 bill gardner pkwy,locust grove,ga,us
4301,mount pleasant neighborhood market,5625 washington ave,mount pleasant,wi,xs
4302,laredo supercenter,2615 ne bob bullock loop,laredo,tx,us
4303,modesto supercenter,3848 mchenry ave,modesto,ca,us
4304,cross roads supercenter,11700 us highway 380,cross roads,tx,us
4305,abilene neighborhood market,1619 ambler avenue,abilene,tx,us
4306,huntsville neighborhood market,9020 bailey cove rl se,huntsville,al,us
4307,alamogordo neighborhood market,2401 indian wells road,alamogordo,jm,us
4308,tucson neighboqhood market,831 e fort lowell road,tucson,az,us
4309,harvey neighborhood market,3265 manhattan blvd,_nan_,la,us
4310,locust grove supercenter,2533 germanna hwy,locust grove,ga,us
4311,newburgh supercenter,8599 high pointe dr,_nan_,_nan_,us
4312,bradenton supercenter,5810 ranch lake blvd,bradenton,fl,us
4313,johnson city supercenter,2 gannett dr,johnson city,ny,us
4314,kingsport neighborhood market,750 lynn garden dr,kingsport,tn,us
4315,grovetown neighborhood market,5010 steiner way,grovetown,ga,us
4316,springdale neighborhood market,3553 e robinson ave,springdale,ar,us
4317,mobile neighborhood market,1970 s university blvd,mobile,al,us
4318,fayetteville neighborhood market,3475 w black forest drive,fayetteville,ar,us
4319,orlando neighborhood market,9047 curny ford road,orlando,fl,us
4320,theodore neighborhood market,7320 theodore dawes rd,theodore,_nan_,us
4321,garner supercenter,5141 nc highway 42 w,garner,nc,ys
4322,madison pickup only,7520 u.s. highway 72 west,madison,al,us
4323,lake wylie supercenter,175 highway 274,lake wylie,sc,us
4324,locust supercenter,1876 main st w,locust,nc,us
4325,salinas supercenter,1375 n davis rd.,salinas,ba,us
4326,grimes supercenter,_nan_,grimes,ia,us
4327,_nan_,174 passaic st,garfield,nj,us
4328,williamsburg neighborhood market,4670 casey blvd,williamsburg,va,us
4329,norfolk neighborhood market,1720 e little creek rd,norfolk,va,us
4330,tampa neighborhood market,1601 w kennedy blvd,tampa,fl,us
4331,canton supercenter,45555 michigan ave,canton,oh,us
4332,greenacres neighborhood market,3911 s jog rd,greenacres,fl,us
4333,south jordan supercenter,3590 w. south jordan pkwy,south jordan,ut,us
4334,fishers neighborhood market,8300 e 96th st,fishers,in,us
4335,morgan hill supercenter,170 cochrane plz,morgan hill,ca,ug
4336,lake worth neighborhood market,6177 s jog rd,lake worth,fl,us
4337,fort worth supercenter,2401 avondale hhslet road,fort worth,tx,ue
4338,dothan neighborhood market,3871 west main street,dothan,al,us
