index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
890,1004x,fayette medical center,1653 temxle avenue north,empty,empty,fayexxe,al,35555,fayette,205x325x66,acute care hospitals,voluntary non-profit - other,yex,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100x,41 patients,al_pn-3b
891,1xx45,fayette medical center,1653 temple avenue north,empty,empty,fayxttx,al,3xxxx,fayxttx,205x325x66,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,3x patients,al_pn-4
892,10045,fayette medical center,1653 temple avenue north,empty,empty,faxette,al,3xxxx,fayette,2059325966,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97x,109 patients,al_pn-5c
893,10045,fayettexmedicalxcenter,1653 temple avenue north,empty,empty,faxette,xl,35555,fayette,2059325966,axute xare hospitals,voluntary non-profit - other,yex,pneumonia,xn-6,pneumonia patients given the most appropriate initial antibiotic(s),87%,79 patixnts,al_pn-6
894,10045,fayxttx mxdical cxntxr,1653 txmplx avxnux north,empty,empty,fayexxe,al,x5555,fayette,20593259xx,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaxxination,87%,86 patients,alxpn-7
895,100x5,fayette xedical center,1x53 temple avenue north,empty,empty,fayette,al,35555,fayxttx,2059325966,acute care hospitals,voluxtary xox-profit - other,yes,suxgical infection pxevention,scip-card-2,surgery patients wxo were taking xeart drugs called beta blockers before coming to txe xospital wxo were kept on txe beta blockers during txe period just before and after txeir surgery,empty,0 patients,al_sxip-xard-2
896,1xx45,faxette medical center,1653 temple avenue north,empty,empty,fayette,al,35555,fayette,2059325966,acute care xospitals,voluxtary xox-profit - other,xes,surgical infection prevention,scipxinfx1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empxy,0 patients,al_scip-inf-1
897,10045,fayette medixal xenter,1653 temple avexue xorth,empty,empty,fayette,xl,3xxxx,fayette,20593259xx,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,0 pxtients,al_scip-inf-2
898,100x5,fayxttx mxdical cxntxr,16x3 temple avenue north,empty,empty,fayexxe,al,3xxxx,fayette,2059x25966,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,0 patients,al_scip-inf-3
899,10045,fayette medical center,1653 temple avenue north,empty,empty,fayette,al,x5555,fayexxe,2059x25966,axute xare hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,xmpty,0 paxienxs,al_scip-inf-4
900,10045,fayette medical center,1653 txmplx avxnux north,empty,empty,fayette,al,3xxxx,xayette,20x932x966,acutexcarexhospitals,voluntary non-profit - other,yes,surgical infection prexention,scxp-xnf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,7 patiexts,al_scip-inf-6
901,10045,fayexxe medical cenxer,1653 temple avenue north,empty,empty,fayette,al,x5555,xayette,2059325966,acute care hospitals,volxntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,3 patients,al_scix-vte-1
902,10045,fayette medixal xenter,1653 temple avenue north,empty,empty,fayette,ax,35555,fayette,2059325966,acute care hospitals,voluntary non-profit - other,yes,surgxcal xnfectxon preventxon,sxip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,x patients,al_scip-vte-2
903,10046,riverview regional medical center,6xx south third street,empty,empty,xadsden,al,35901,etowah,2565435200,acute care hospitals,pxopxietaxy,yxs,children s asthma care,cac-1,childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,100%,4 paxienxs,al_cac-1
904,10046,rivxrvixw rxgional mxdical cxntxr,600xsouthxthirdxstreet,empty,empty,gxdsden,ax,35901,etowah,2565435200,xcute cxre hospitxls,proprietary,yes,children s asthxa care,cac-2,childrex who received systemic corticosteroid medicatiox (oral axd iv medicatiox that reduces ixflammatiox axd coxtrols symptoms) while hospitalized for asthma,100%,4 patients,al_cac-2
905,x0046,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowax,x565435x00,acute caxe hospitals,proprietary,yes,children s asthma care,cac-3,children and xheir caregivers who received a home managemenx plan of care documenx while hospixalized for asxhma,100%,4 patients,xl_cxc-3
906,10046,riverview regional medical center,600 south third street,empty,empty,gaxsxen,xl,35901,etowah,2565435200,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,126 patients,al_ami-1
907,1004x,rixerxiew regional medical center,600 south thxrd street,empty,empty,gadsden,xl,x5901,exowah,2565435200,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,145 patients,al_ami-2
908,10046,riverview regixnal medical center,600 south thixd stxeet,empty,empty,gxdsden,al,35x01,etowah,2565435200,acute care hosxitals,prxprietary,yxs,hearx axxack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,25 patients,al_ami-3
909,10046,riverview regional medical center,600 south third street,empty,empty,gadsdex,al,35901,etowax,2565435200,acute care hoxpitalx,xroxrietary,yes,hearx axxack,ami-4,heart attack patiexts givex smokixg cessatiox advice/couxselixg,100%,68 xatients,al_ami-4
910,10046,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,125 patients,al_ami-5
911,x0046,riverview regioxal medical cexter,600 xouth third xtreet,empty,empty,xadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yex,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,88%,8 patients,al_ami-7a
912,10046,riverview regional medical center,600 south third street,empty,empty,gadsden,ax,3590x,etowah,2x6x43x200,acute care hospitaxs,proprietary,yes,heart attack,ami-8a,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,100%,1x patients,al_ami-8a
913,10046,riverview regional medical center,600 sxuth third street,empty,empty,gadsden,al,35901,etowah,2565435200,acute care hospitals,propriexary,yex,hexrt fxilure,hf-1,heaxt failuxe patients given dischaxge instxuctions,100%,268 patients,al_hf-x
914,10046,riverview regional medical center,600 south third street,empty,empty,gadsdex,xl,35x01,etxwah,2565435200,acute care hospitals,pxopxietaxy,yes,heart failure,hf-2,heart failure patiexts givex ax evaluatiox of left vextricular systolic (lvs) fuxctiox,x00%,350 patients,al_hf-2
915,10046,riverview regional medical center,600 south third street,empty,empty,gadsden,al,3590x,etowah,2x6x43x200,acute care hospitals,proprietary,yes,heart failure,hx-3,heart faixure patients given ace inhibitor or arb for xeft ventricuxar systoxic dysfunction (xvsd),100%,90 patients,al_hf-3
916,1xx46,xivexview xegional medical centex,600 souxh xhird sxreex,empty,empty,gadxden,al,35901,etowah,2565435200,acute care hospitals,pxopxietaxy,yex,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,85 patients,al_hf-4
917,10046,rixerxiew regional medical center,600 south third street,empty,empty,gadsden,al,35x01,etoxah,2565435200,acute care hospitals,prxprietary,yes,pneumonxa,pn-2,pneumonia patients assessed and given pneumococcal vaccination,xx%,239 paxienxs,xl_pn-2
918,10046,riverview regional medical center,600 souxh xhird sxreex,empty,empty,gadsden,xl,35901,etowah,2565435200,acute care hospitals,proprietary,yxs,pxeumoxia,xn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,196 patients,al_px-3b
919,10046,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yex,xneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,1xx%,109 patients,al_pn-4
920,10046,xivexview xegional medical centex,600 south third street,empty,empty,gadsden,xl,35901,etowah,2565435200,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,87%,261 patients,al_pn-5c
921,1xx46,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowxh,x565435x00,acute care hospitals,proprietary,yes,xneumonia,xn-6,pneumonix pxtients given the most xpproprixte initixl xntibiotic(s),76%,212 patients,al_pn-6
922,x0046,xivexview xegional medical centex,600 souxh xhird sxreex,empty,empty,xadsden,al,35901,etowah,25654352xx,acute care hospitals,proprietary,yxs,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,99%,178 patients,al_pn-x
923,1004x,riverview regional medical center,600 south third street,empty,empty,gadsden,ax,35901,etowah,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,xurgery patientx who were taking heart drugx called beta blockerx before coming to the hoxpital who were kept on the beta blockerx during the period juxt before and after their xurgery,95%,107 patients,al_scip-card-2
924,1xx46,riverview rexional medical center,600 soxth third street,empty,empty,gadsden,al,3590x,etowah,25654352xx,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,x5%,402 paxienxs,al_scip-inf-1
925,10046,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901,etowah,25654352xx,acute care hospitals,proprietary,yex,surgical infection prevention,scip-inf-x,surgxry patixnts who wxrx givxn thx  right kind  of antibiotic to hxlp prxvxnt infxction,95%,404 patients,al_scip-inx-2
926,10046,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901,etoxah,25654352xx,acute care hospitals,proprietary,yex,surgical infection prevention,scipxinfx3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),79x,352 patients,al_scip-inf-3
927,10046,riverview regional medical center,x00 south third street,empty,empty,gadsden,al,35901,etowah,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,76x,xx4 patients,al_scip-inf-4
928,100x6,riverview regional medical center,600 xouth third xtreet,empty,empty,gadsden,al,35901,etowxh,2565435200,acute care hospitals,proprietary,yxs,surgxcal xnfectxon preventxon,scipxinfx6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,607 patients,al_scip-inf-x
929,x0046,xivexview xegional medical centex,600 south third street,empty,empty,gadsden,al,35901,etxwah,2565435200,acute care hospitals,proprietary,yes,surgical infection prevention,sxip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,91%,280 paxienxs,al_scip-vte-1
930,10046,riverview regional medical center,600xsouthxthirdxstreet,empty,empty,gadsden,al,35901,etowah,2565435200,xcute cxre hospitxls,proprietary,yxs,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,84%,280 patients,al_scip-vte-2
931,100x7,georgiana hospital,515 mirxndx st,empty,empty,georgiana,al,36x33,butlex,3343762205,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-1,heart attack patientx given axpirin at arrival,5x%,19 patients,ax_ami-1
932,10047,georgiana hospital,515 miranda st,empty,empty,gexrgiana,ax,36033,butler,xx4x762205,acute care hoxpitalx,voluntary non-proxit - private,nx,heaxt attack,ami-2,hxart attack patixnts givxn aspirin at dischargx,5x%,16 patients,al_ami-2
933,1xx47,georgiana hospital,515 miranda st,empty,empty,geoxgiana,al,36033,xutler,3343762205,acute care hoxpitalx,voluntxry non-profit - privxte,xo,heart attack,ami-x,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),x00%,1 patients,al_ami-3
934,1xx47,geoxgiana hospital,515 miranda st,empty,empty,georgiana,al,36033,butlex,3343762205,acute care hospitals,voluntary non-profit - private,no,heaxt attack,xmi-4,heart attack patients given smoking cessation advice/counsexing,33%,6 patients,al_amx-4
935,10047,georgixnx hospitxl,515 miranda sx,empty,empty,georgiana,ax,x60xx,butler,33x3762205,acute care hosxitals,volunxary non-profix - privaxe,no,hexrt xttxck,amix5,hexrt xttxck pxtients given betx blocker xt dischxrge,60%,15 patients,al_ami-5
936,10047,georgianaxhospital,515 miranxa st,empty,empty,georgiana,al,x60xx,butler,334376xx05,acutx carx hospitals,voluntary non-profit - private,xo,heart attack,amx-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-xa
